amount,grade,years,ownership,income,age
6000,B,0,MORTGAGE,60000,39
35000,D,2,MORTGAGE,90000,27
12000,G,8,MORTGAGE,50000,26
21000,B,14,MORTGAGE,90000,38
4000,D,2,RENT,45000,24
19200,A,5,MORTGAGE,42000,24
8000,D,7,RENT,42000,30
15000,C,16,RENT,61000,28
25000,C,3,RENT,124499.61,38
8000,B,5,RENT,50000,37
5000,C,5,RENT,21600,23
16000,D,0,RENT,48000,22
15000,A,1,MORTGAGE,62000,30
30750,D,2,RENT,80000,29
12000,B,16,MORTGAGE,105000,23
14000,B,3,RENT,105000,30
18000,B,0,RENT,130000,36
1200,A,0,RENT,60000,25
9000,A,4,RENT,46000,26
3900,A,,MORTGAGE,20112,36
12000,E,2,MORTGAGE,70000,24
10000,C,5,RENT,50000,27
20000,B,4,RENT,78000,23
4000,B,3,MORTGAGE,30000,29
14000,B,1,RENT,169000,22
7750,D,15,MORTGAGE,65619,27
20000,C,2,RENT,67000,27
8000,B,0,RENT,42816,24
12000,A,8,OWN,80000,24
7000,B,12,RENT,50000,24
25000,D,20,MORTGAGE,90000,22
6100,C,4,MORTGAGE,72000,38
11200,C,20,MORTGAGE,72000,30
3500,D,0,RENT,17280,22
6000,B,5,MORTGAGE,53000,28
12000,A,5,MORTGAGE,39996,28
23500,B,4,OWN,200000,31
2500,B,0,MORTGAGE,75000,23
10000,E,,RENT,100000,21
10000,B,18,MORTGAGE,120000,25
5000,D,6,OWN,40000,24
25000,E,2,RENT,66000,24
12000,C,1,MORTGAGE,39000,26
7000,D,7,RENT,36416.84,28
9000,D,1,MORTGAGE,62256,30
2000,B,,MORTGAGE,38795.4,36
14000,A,2,RENT,30000,24
25000,B,2,RENT,52000,22
12000,B,2,RENT,34999,29
7000,D,1,RENT,41520,27
2800,A,,MORTGAGE,15204,23
3000,C,18,RENT,45314,32
1200,A,2,MORTGAGE,57000,33
3000,D,4,MORTGAGE,65000,25
7000,B,4,MORTGAGE,29500,32
4000,D,2,RENT,18720,23
15000,B,20,RENT,60000,33
8000,C,0,RENT,23000,24
4900,D,3,OWN,18000,21
10000,C,11,RENT,30000,33
3025,B,7,RENT,80000,28
4000,B,,MORTGAGE,27000,23
7000,B,2,RENT,90000,22
4000,B,19,MORTGAGE,130000,30
17400,B,7,RENT,82000,24
8000,A,0,RENT,37000,22
1500,C,2,RENT,30996,40
8000,B,,RENT,60000,25
10000,C,4,MORTGAGE,23000,25
16000,A,3,MORTGAGE,480000,41
12000,B,11,RENT,51449,22
1500,A,0,RENT,52000,45
1800,B,2,RENT,25000,23
1000,B,20,MORTGAGE,73164,23
25000,D,0,RENT,120000,28
25000,C,1,MORTGAGE,76000,22
35000,B,3,MORTGAGE,250000,28
8500,E,7,RENT,50000,25
5000,A,8,MORTGAGE,34000,22
10000,A,6,MORTGAGE,92040,26
1800,B,,RENT,14400,41
1000,C,9,RENT,50000,28
20000,G,14,RENT,50000,50
8000,B,1,MORTGAGE,61000,22
10750,A,13,MORTGAGE,81000,26
4800,A,15,OWN,43800,29
4000,B,,MORTGAGE,56400,23
7800,B,5,OTHER,48000,24
8000,A,2,RENT,43200,22
7500,E,3,MORTGAGE,160000,26
11600,A,1,MORTGAGE,70000,40
2400,A,9,RENT,22790,23
9600,E,1,RENT,140000,31
6500,C,,RENT,21600,24
4000,B,3,RENT,63500,27
12000,B,24,RENT,56000,24
4000,C,1,RENT,19200,24
10000,D,11,MORTGAGE,51000,30
25000,B,0,RENT,200000,29
14600,D,3,OWN,97000,29
14500,B,5,RENT,37000,22
5000,A,,RENT,84855,29
15000,B,13,MORTGAGE,71500,28
7200,B,0,RENT,28800,34
4000,A,0,RENT,55000,26
4000,B,,RENT,27500,32
15000,B,5,RENT,80000,23
16000,A,0,MORTGAGE,150000,42
19750,G,0,MORTGAGE,125000,23
2000,C,6,RENT,50252,23
17000,B,4,RENT,33852,33
16000,E,3,RENT,139992,23
20000,B,6,RENT,72000,34
25000,E,4,MORTGAGE,86028,29
22000,B,5,MORTGAGE,100800,30
5000,C,3,RENT,33600,23
21000,B,17,RENT,105000,29
9250,C,5,RENT,27120,22
3600,B,12,MORTGAGE,60000,26
8000,B,2,MORTGAGE,60000,26
16000,A,29,MORTGAGE,84000,23
7500,B,2,RENT,35000,25
20000,C,12,RENT,52000,25
17400,C,5,MORTGAGE,78400,24
1800,B,1,MORTGAGE,50004,36
13600,B,48,MORTGAGE,91000,30
7500,D,10,OWN,44000,28
4475,D,3,RENT,13200,29
5000,A,1,MORTGAGE,79000,31
20000,C,6,RENT,105000,23
8000,B,4,MORTGAGE,38000,25
12000,A,12,RENT,275000,39
10000,B,2,MORTGAGE,86004,43
10000,A,15,MORTGAGE,72000,28
6350,D,1,RENT,80415,23
2850,B,5,OWN,24000,32
5000,D,2,RENT,40000,21
22000,A,9,MORTGAGE,90996,40
11100,A,5,RENT,75000,31
19600,C,18,RENT,900000,58
12000,B,4,RENT,46000,29
22500,C,7,RENT,70000,23
7550,C,3,RENT,20400,24
10000,B,7,RENT,30000,22
2500,E,2,MORTGAGE,20004,23
2000,B,4,RENT,23587,22
8500,A,2,RENT,27000,37
4800,A,7,MORTGAGE,50000,31
30000,D,10,MORTGAGE,72357,23
3000,B,3,MORTGAGE,75000,24
7500,B,8,RENT,65000,31
25000,B,12,RENT,82000,24
17000,B,1,MORTGAGE,65000,26
8000,B,3,OWN,75996,29
7250,C,11,RENT,105000,35
9600,B,,MORTGAGE,93600,23
5000,B,4,OWN,30000,22
1900,A,17,RENT,45000,30
5000,B,5,RENT,90000,24
10000,C,5,MORTGAGE,59000,36
8400,A,3,MORTGAGE,86000,21
25000,D,0,MORTGAGE,240000,48
6500,A,37,MORTGAGE,48000,42
6000,B,15,MORTGAGE,110000,34
12000,A,10,MORTGAGE,95000,22
8600,B,8,MORTGAGE,40000,30
4000,A,21,MORTGAGE,63000,27
11000,B,11,MORTGAGE,130000,27
4000,D,,RENT,175000,29
25000,B,2,MORTGAGE,225000,26
14000,D,4,MORTGAGE,64300,30
12000,A,5,OWN,72645.36,26
10000,C,5,OWN,38400,22
9600,A,1,MORTGAGE,65000,29
10000,A,5,MORTGAGE,62000,26
7250,A,0,RENT,20800,30
18650,A,11,MORTGAGE,50000,25
1400,C,7,MORTGAGE,66500,24
18000,B,2,RENT,101500,30
8000,C,4,OWN,72000,27
22000,B,9,MORTGAGE,92000,24
4575,E,3,MORTGAGE,11000,21
12000,B,6,RENT,58260,24
3600,B,5,RENT,35496,37
10000,B,1,MORTGAGE,55000,26
7000,B,4,MORTGAGE,37417,25
20000,C,7,MORTGAGE,82726,24
7000,B,0,MORTGAGE,110000,23
5000,G,3,MORTGAGE,52000,26
5000,C,22,RENT,32000,25
6000,D,0,RENT,42000,34
2000,B,7,MORTGAGE,62000,25
8000,A,5,OWN,22000,28
10000,D,24,RENT,126000,35
6000,D,0,RENT,30000,26
2500,B,1,RENT,19968,31
16600,E,0,RENT,65160,25
8000,A,0,MORTGAGE,87000,22
10000,C,0,RENT,27000,24
5600,D,2,OWN,32500,24
18500,C,6,OWN,55000,23
12000,C,3,RENT,50000,24
10000,B,6,OWN,36000,30
5000,B,2,MORTGAGE,85000,39
10000,B,3,MORTGAGE,26004,25
12800,B,5,MORTGAGE,83820,32
14000,C,0,MORTGAGE,44000,27
5400,B,7,RENT,26400,23
6000,A,21,MORTGAGE,35000,26
10500,D,3,RENT,30000,25
12000,C,8,RENT,57720,23
15000,D,0,RENT,75600,30
13000,B,7,RENT,67000,27
6250,C,3,MORTGAGE,120000,29
2400,B,,OWN,10800,30
15000,B,4,RENT,50172,22
4800,A,,RENT,26400,23
6950,A,2,RENT,14400,37
15000,C,4,MORTGAGE,120000,27
18000,B,4,MORTGAGE,53800,23
3000,D,1,RENT,18000,23
21250,A,30,RENT,51060,25
4900,C,1,RENT,26880,25
15000,A,6,RENT,72000,26
3600,D,23,RENT,90000,30
16000,C,2,RENT,85000,23
6400,A,4,OWN,27000,23
9000,D,3,RENT,62004,31
8000,C,3,RENT,21996,25
1500,D,1,RENT,27000,24
7000,C,5,RENT,90000,28
10000,C,19,OWN,55000,25
6000,A,,RENT,38400,40
9500,B,0,MORTGAGE,52500,22
5000,A,1,RENT,57600,26
6000,C,3,RENT,55000,29
1500,B,1,RENT,21600,30
10000,E,0,MORTGAGE,60000,29
15000,A,5,MORTGAGE,30000,28
6000,C,3,RENT,55000,33
18000,A,11,MORTGAGE,80000,25
2500,B,1,RENT,95800,27
9000,C,0,RENT,30000,22
6000,C,0,MORTGAGE,50000,27
10000,D,12,MORTGAGE,58000,22
4800,B,11,MORTGAGE,60000,26
25000,C,4,RENT,94800,45
5000,A,4,MORTGAGE,25000,23
9600,C,3,MORTGAGE,67775,22
4600,A,30,RENT,60000,28
8000,C,3,MORTGAGE,36000,24
5000,D,3,RENT,45360,33
3650,B,14,MORTGAGE,105000,22
5000,C,0,RENT,16800,32
12200,B,1,RENT,42000,22
14500,B,1,RENT,36000,28
4000,C,0,RENT,60000,26
17600,C,13,MORTGAGE,100000,32
4000,C,0,MORTGAGE,40000,23
7000,E,0,RENT,77520,52
14400,D,14,MORTGAGE,120000,42
13000,B,6,RENT,110000,40
7500,A,4,RENT,60000,23
4200,D,1,RENT,70000,32
14000,A,2,RENT,125000,29
7200,B,13,RENT,25200,23
12000,B,8,MORTGAGE,55000,22
14000,D,1,RENT,122400,30
4500,C,1,RENT,35000,24
8775,A,4,RENT,46104,22
3000,B,3,RENT,55000,27
6000,A,4,MORTGAGE,80000,25
8000,A,12,OWN,90000,41
11000,A,7,OWN,27852,29
7000,D,4,RENT,27600,24
7000,D,11,OWN,144000,28
2200,A,9,MORTGAGE,36000,23
20000,B,14,RENT,44000,25
20000,D,3,RENT,65004,36
25000,B,4,MORTGAGE,86000,23
8000,A,22,MORTGAGE,136000,23
5000,B,2,RENT,35000,22
14000,D,1,MORTGAGE,125000,25
5000,B,0,RENT,30000,22
2000,C,3,MORTGAGE,50400,33
4200,B,,RENT,28080,22
6000,C,5,RENT,48996,29
7000,A,4,RENT,42000,22
6000,A,9,MORTGAGE,102000,27
5375,B,2,RENT,15360,28
4000,A,3,RENT,45600,26
18000,C,8,RENT,65000,25
15000,B,19,RENT,62400,24
3500,A,7,MORTGAGE,37980,25
6000,C,2,RENT,60000,39
5000,A,0,RENT,32000,39
6000,E,1,RENT,36000,26
5000,A,7,MORTGAGE,44000,25
3000,A,0,MORTGAGE,114440,46
2800,A,5,RENT,14400,22
2100,C,27,MORTGAGE,57043,28
4500,A,1,MORTGAGE,57000,30
10000,A,0,RENT,35364,25
4800,C,12,RENT,41504.4,22
3500,D,0,MORTGAGE,19012.8,21
7000,C,2,RENT,55400,29
5500,B,5,RENT,12000,22
8000,A,5,MORTGAGE,70000,46
30000,A,9,MORTGAGE,155000,36
5000,F,0,RENT,20000,34
7000,B,2,RENT,36475,30
5000,C,0,MORTGAGE,52800,26
11000,A,7,MORTGAGE,90000,25
12700,B,5,RENT,60000,28
11600,B,0,MORTGAGE,58000,26
7500,A,9,MORTGAGE,47000,47
2000,B,0,RENT,50000,27
20000,B,6,MORTGAGE,65000,41
3825,D,,RENT,14400,24
1375,B,5,MORTGAGE,24000,23
15000,C,4,MORTGAGE,76000,25
10000,C,3,RENT,36000,21
7025,A,0,RENT,36500,22
1500,A,8,RENT,58000,22
3000,D,3,MORTGAGE,80000,29
3250,B,7,MORTGAGE,32000,25
8000,A,1,RENT,93000,27
13000,A,14,MORTGAGE,92508,27
10000,C,0,RENT,42000,22
20400,B,0,MORTGAGE,121000,24
6000,B,6,MORTGAGE,62000,32
3000,B,2,RENT,15840,57
10000,A,7,RENT,71496,23
1200,A,2,RENT,14400,21
20000,B,29,RENT,60000,28
6000,B,17,RENT,80000,38
15000,E,0,RENT,60225,22
8000,B,3,MORTGAGE,30992,29
15000,D,14,MORTGAGE,81800,48
11000,A,12,MORTGAGE,170000,54
4000,B,2,RENT,25000,22
7000,A,6,RENT,37740,22
3600,C,3,RENT,50000,22
14000,B,2,RENT,50000,33
10000,A,9,MORTGAGE,175000,24
24250,B,8,OWN,59004,27
21000,D,11,RENT,71219.2,26
12250,B,2,MORTGAGE,31000,25
21000,B,3,RENT,66000,31
8900,A,0,RENT,80000,30
19000,A,,MORTGAGE,48000,24
10000,E,,RENT,47435,41
4500,D,1,RENT,21600,23
5500,C,3,RENT,27996,23
4500,B,8,MORTGAGE,58200,28
2000,B,2,RENT,32000,22
9225,A,5,RENT,63000,22
12000,C,0,OWN,42000,22
9800,B,4,RENT,60000,22
5000,E,5,RENT,83100,24
5000,D,1,OWN,28800,55
2000,B,,RENT,24000,24
10625,C,16,RENT,26500,30
10000,D,2,RENT,66000,43
6025,A,0,RENT,60000,22
6000,B,,MORTGAGE,36852,24
10750,B,3,RENT,24960,27
8000,B,3,OWN,36000,35
15000,A,11,MORTGAGE,49772.64,35
10000,B,6,MORTGAGE,125000,23
16000,A,0,MORTGAGE,60000,22
10625,C,12,MORTGAGE,34000,27
6000,C,8,MORTGAGE,58000,35
5000,C,0,RENT,36000,29
7500,B,5,MORTGAGE,28000,32
15000,C,12,MORTGAGE,95000,21
3500,A,0,OWN,40800,39
8000,D,0,RENT,70000,22
5400,A,,OWN,22296,26
8000,B,0,MORTGAGE,52000,22
5000,B,17,MORTGAGE,38000,24
4250,C,,RENT,10380,34
5400,E,2,RENT,75108,22
10000,B,5,RENT,32000,42
1600,D,0,RENT,60000,21
8000,A,19,MORTGAGE,51000,28
12000,A,0,MORTGAGE,65000,25
3000,B,0,RENT,17400,25
7000,A,,MORTGAGE,24000,30
12000,C,4,RENT,85000,30
2375,B,0,RENT,71004,35
17000,B,7,MORTGAGE,76000,34
15000,D,0,MORTGAGE,75000,23
5000,B,8,RENT,45000,35
5200,B,5,RENT,26000,21
4800,A,2,RENT,72096,24
3600,B,4,RENT,33000,25
5000,B,18,MORTGAGE,98000,41
10000,B,0,MORTGAGE,75000,36
14500,A,,MORTGAGE,35500,24
1800,B,5,RENT,80000,33
3450,B,5,RENT,25000,25
6000,B,1,RENT,75000,23
13025,B,1,MORTGAGE,40000,22
4000,A,11,OWN,47000,25
10000,A,15,MORTGAGE,50000,23
10000,A,10,OWN,52000,26
4200,A,5,RENT,30000,34
6000,B,1,RENT,56000,23
7000,B,2,RENT,52000,25
4800,E,6,RENT,58000,26
3000,A,1,RENT,62000,33
6000,A,5,RENT,51928,26
6000,B,4,MORTGAGE,85000,38
10000,B,13,RENT,30000,23
10000,A,4,RENT,78996,46
5000,D,12,RENT,60000,28
7000,A,2,MORTGAGE,250000,24
8000,C,8,RENT,70000,26
3500,B,5,MORTGAGE,50000,24
4975,A,3,RENT,34000,22
6000,A,4,MORTGAGE,81360,26
5000,B,3,RENT,19200,25
1200,C,0,RENT,32400,24
9000,C,14,MORTGAGE,60000,22
10000,C,3,RENT,36000,22
20000,C,4,RENT,78000,27
10000,B,1,RENT,65000,21
4000,C,0,RENT,16500,30
24000,B,1,MORTGAGE,80000,26
10000,A,2,RENT,39500,25
5000,C,3,MORTGAGE,83200,34
8000,C,14,RENT,33000,28
5000,C,0,RENT,66000,29
20000,C,1,MORTGAGE,65000,34
8275,D,5,MORTGAGE,155000,28
7175,A,4,RENT,60000,37
8000,B,2,RENT,91000,22
30000,B,2,RENT,80000,29
24000,B,3,MORTGAGE,50000,27
4500,B,4,MORTGAGE,73000,24
20000,D,8,RENT,80000,22
25000,B,0,RENT,50004,22
12000,D,2,RENT,42000,27
9000,A,2,RENT,39359,23
4900,C,2,MORTGAGE,80000,25
25000,G,4,RENT,100000,37
10800,A,5,OWN,45000,37
20000,B,14,MORTGAGE,163900,26
8000,A,6,RENT,38400,22
2000,A,4,RENT,20400,29
2800,D,1,RENT,15000,26
20000,C,9,MORTGAGE,90000,35
2400,D,9,MORTGAGE,62400,22
14400,C,3,MORTGAGE,85000,26
2800,A,1,MORTGAGE,52800,46
4400,B,3,MORTGAGE,36000,30
2600,B,1,RENT,9600,29
7000,C,1,MORTGAGE,55000,25
9925,D,7,MORTGAGE,63655,24
3000,A,0,MORTGAGE,57000,39
20000,C,7,RENT,120000,34
2400,B,4,OWN,38400,32
4650,C,3,RENT,43000,32
10000,B,1,RENT,33600,24
9600,A,6,RENT,37595,27
7500,C,3,MORTGAGE,60000,23
5000,B,0,RENT,24000,31
10750,B,5,MORTGAGE,38196,28
5000,C,8,MORTGAGE,29664,21
5000,B,2,RENT,110000,25
5000,A,2,RENT,63000,22
15000,C,6,RENT,38000,21
5000,C,1,RENT,16800,24
5000,D,0,RENT,24996,21
7000,A,4,RENT,39000,35
27050,D,1,MORTGAGE,70000,31
8950,C,1,RENT,39000,23
6000,C,13,MORTGAGE,130000,29
10500,C,2,OWN,70500,23
4000,A,3,RENT,32004,33
15250,E,1,MORTGAGE,61200,23
10000,C,0,MORTGAGE,43200,24
14000,A,6,RENT,45000,28
3000,D,1,OWN,22000,24
6000,A,11,MORTGAGE,35000,23
3400,A,0,RENT,24290.4,23
8500,B,9,RENT,50000,21
5000,A,8,RENT,60996,24
5500,C,2,RENT,62472,24
3000,B,13,RENT,42000,22
21600,C,5,RENT,60000,24
3000,A,0,OWN,26000,34
14000,A,2,RENT,150000,35
3900,B,8,MORTGAGE,84000,22
16000,A,21,RENT,62000,23
1200,A,,RENT,11000,23
15000,B,14,RENT,85000,23
24250,D,17,RENT,111996,25
20000,A,22,MORTGAGE,76000,23
10000,A,3,RENT,38400,34
10000,C,5,RENT,65000,35
5000,A,4,MORTGAGE,48000,29
6000,C,7,RENT,30000,22
17000,B,19,MORTGAGE,63504,27
15000,D,4,MORTGAGE,80000,22
10950,A,7,OWN,34000,23
5000,B,4,MORTGAGE,36300,25
3000,B,4,RENT,40000,28
10000,B,12,RENT,60000,29
5600,A,2,MORTGAGE,85000,37
5000,C,1,RENT,24996,21
18000,B,4,RENT,81972,28
7000,A,18,MORTGAGE,123000,22
10000,B,14,MORTGAGE,88800,26
8000,D,13,OWN,59506,32
10000,D,2,MORTGAGE,73524,30
5000,B,17,OWN,24000,22
6000,D,13,RENT,54000,27
20000,A,14,RENT,50000,54
24250,E,5,OWN,55000,45
1800,A,1,OWN,36000,23
6000,A,3,RENT,40000,23
12000,C,0,RENT,53000,28
9000,B,20,OWN,98736,29
12000,B,1,RENT,42000,31
2100,C,1,RENT,34800,38
1000,B,0,RENT,5000,25
5000,B,25,MORTGAGE,43200,30
10000,C,5,RENT,84000,25
9000,A,17,MORTGAGE,55000,41
15000,B,4,RENT,108820,25
9950,C,7,RENT,30784,33
2800,B,2,RENT,24000,23
13000,B,5,MORTGAGE,31000,32
5000,B,3,RENT,39996,21
10500,C,11,OWN,45000,28
7000,C,2,RENT,55400,29
5200,C,4,RENT,45000,35
2850,C,4,MORTGAGE,48000,27
5000,D,3,RENT,36000,22
15500,B,2,MORTGAGE,168000,31
20000,B,21,RENT,72000,27
15000,A,4,OWN,53481.36,25
10000,B,1,RENT,89000,31
12000,B,1,RENT,39000,23
3000,E,3,RENT,24000,37
9600,C,0,RENT,120640,26
21000,B,5,RENT,285000,34
13750,D,1,RENT,27036,43
25000,F,2,RENT,235000,27
7000,A,3,RENT,40000,24
1000,B,,MORTGAGE,38000,23
3500,A,4,RENT,19000,24
1300,C,4,RENT,60000,22
15000,D,11,RENT,94000,23
14000,B,4,MORTGAGE,109000,22
4500,B,2,RENT,18000,21
1000,C,2,MORTGAGE,33990,23
10000,B,3,MORTGAGE,34560,40
6000,A,40,MORTGAGE,75181,25
6000,D,8,RENT,53000,29
6000,C,4,RENT,49200,21
12000,E,2,RENT,85000,25
14400,B,5,MORTGAGE,124896,23
1300,D,14,MORTGAGE,46500,21
15000,A,30,OWN,31200,25
3600,B,4,RENT,39500,28
1200,A,0,OWN,32000,36
2800,B,13,MORTGAGE,136000,30
10000,B,1,RENT,93000,29
21000,B,4,MORTGAGE,100800,24
14000,C,0,MORTGAGE,115000,26
7000,A,2,MORTGAGE,36000,26
12000,B,3,MORTGAGE,57000,22
19000,B,3,RENT,72000,23
18225,B,2,MORTGAGE,49000,25
8875,B,2,MORTGAGE,37000,35
20000,B,5,RENT,70000,25
15000,A,3,MORTGAGE,150000,25
6000,E,6,RENT,60000,23
5000,B,5,RENT,38000,23
15000,D,17,MORTGAGE,54996,21
15000,D,8,RENT,135000,24
6000,B,2,RENT,28000,25
5000,B,3,OWN,35412,25
20000,A,1,MORTGAGE,100000,27
1250,E,3,MORTGAGE,33000,24
5000,E,2,RENT,38000,23
13000,B,20,MORTGAGE,51000,21
19800,B,13,RENT,116000,26
8000,D,7,RENT,21000,22
12000,E,0,RENT,50004,23
1600,D,,RENT,57600,34
4200,D,,OWN,49000,36
16000,C,7,MORTGAGE,70000,24
12000,C,8,RENT,50361,22
6000,C,33,MORTGAGE,54902.52,25
8000,C,5,RENT,31000,26
20000,B,8,MORTGAGE,98080,29
25000,D,2,RENT,120000,26
2000,B,17,MORTGAGE,96000,24
1600,D,5,RENT,38000,26
16000,B,2,RENT,45000,35
13650,E,0,RENT,33000,25
18000,C,0,MORTGAGE,100000,28
15000,B,18,MORTGAGE,78840,39
5000,C,5,MORTGAGE,88000,31
8000,A,4,OWN,40000,22
8350,B,7,MORTGAGE,111000,23
10000,C,2,RENT,38400,21
10000,D,12,RENT,60000,23
6000,A,11,OWN,69600,45
12000,B,0,RENT,30000,24
7600,B,1,RENT,60000,25
6500,A,2,OWN,32000,23
1800,A,16,MORTGAGE,27204,35
25000,F,16,MORTGAGE,70000,40
19000,F,5,MORTGAGE,78000,23
4050,A,17,MORTGAGE,75000,31
5000,D,2,RENT,57000,24
6000,C,8,MORTGAGE,50000,31
2800,C,3,RENT,42120,26
10000,C,3,RENT,40000,27
1400,D,8,MORTGAGE,19200,22
19750,D,9,RENT,53000,25
8500,C,8,MORTGAGE,69383,22
5000,B,2,RENT,60400,30
10500,A,14,MORTGAGE,155004,25
24000,E,8,MORTGAGE,90000,24
5075,C,7,RENT,20000,31
8000,B,2,MORTGAGE,72000,38
23750,B,6,MORTGAGE,80000,27
3600,B,4,RENT,50000,24
12000,A,26,MORTGAGE,50000,25
9600,A,0,RENT,30000,28
12000,B,0,MORTGAGE,95000,24
2000,A,0,RENT,19200,45
15000,B,2,MORTGAGE,156000,39
5000,A,9,OWN,56400,21
25000,D,2,MORTGAGE,216000,25
9600,C,0,RENT,71400,30
15000,A,4,RENT,50000,30
1200,B,12,MORTGAGE,74000,26
25000,D,15,RENT,109908,24
6000,A,15,RENT,105000,22
25000,C,7,MORTGAGE,108000,31
2000,A,0,RENT,50000,24
8000,A,5,OWN,22000,28
25000,D,16,RENT,170000,30
1600,A,9,RENT,40000,31
5000,D,6,MORTGAGE,85000,33
15000,A,0,RENT,66500,24
2500,B,14,RENT,66072,36
3250,C,22,RENT,26400,30
3500,A,2,MORTGAGE,48000,24
10000,A,5,OWN,75000,23
3000,A,0,RENT,61160,24
7000,C,3,OWN,65000,26
25000,B,19,MORTGAGE,120000,32
23000,B,1,MORTGAGE,120000,29
20000,D,4,RENT,95000,24
2000,A,1,RENT,19200,29
3600,D,1,OWN,12996,25
5000,D,4,MORTGAGE,125000,25
3600,B,3,RENT,60000,28
7500,A,5,RENT,50000,21
20000,B,5,MORTGAGE,150000,24
7500,A,3,OWN,120000,29
12000,B,2,MORTGAGE,72000,30
14825,B,8,MORTGAGE,75000,22
10000,F,,OWN,35000,23
7000,A,5,RENT,45000,24
12000,B,3,MORTGAGE,68500,22
12800,B,4,RENT,38000,24
6000,B,5,RENT,55000,31
10000,A,,MORTGAGE,120000,23
8000,A,12,MORTGAGE,107364,28
3600,B,,RENT,12000,25
1800,A,4,MORTGAGE,52000,33
7200,B,5,RENT,45000,34
2000,A,12,RENT,58020,25
10800,D,6,RENT,63000,21
25000,D,2,MORTGAGE,50000,24
22000,A,3,RENT,99996,23
12450,E,2,RENT,42996,25
2800,D,2,RENT,42000,31
13000,B,3,RENT,37000,24
19200,B,13,RENT,77000,25
5000,F,0,MORTGAGE,120000,37
12000,B,1,MORTGAGE,132500,26
5000,B,10,RENT,24000,33
2400,B,8,RENT,40000,21
4000,F,2,RENT,19200,50
4500,A,3,RENT,26000,23
5000,B,8,MORTGAGE,54996,25
10000,C,11,MORTGAGE,92400,24
16000,C,4,RENT,50000,36
25000,D,0,MORTGAGE,62000,27
1800,B,0,RENT,15000,28
7000,B,5,MORTGAGE,54000,22
2500,A,14,MORTGAGE,70800,26
6000,B,6,MORTGAGE,60996,40
15000,D,1,RENT,59000,24
4500,B,2,RENT,20400,21
8000,C,8,RENT,70000,26
3250,C,4,RENT,10200,22
8000,A,4,RENT,72000,49
8000,A,22,MORTGAGE,50004,47
20000,B,2,RENT,55000,32
8000,D,4,RENT,36000,22
6000,C,0,RENT,25200,23
5000,B,17,RENT,58000,28
12000,A,3,RENT,70000,23
15000,C,2,MORTGAGE,139008,30
14400,B,5,OWN,36000,27
5000,F,1,RENT,35000,23
4000,A,8,OWN,55000,22
3500,B,0,RENT,46344,29
35000,G,13,OWN,80000,24
5500,C,1,MORTGAGE,36789.24,27
11300,D,5,RENT,56472,35
4250,B,1,RENT,27500,22
16200,D,2,RENT,60000,30
10000,A,0,MORTGAGE,85000,48
1500,B,6,RENT,17496,46
12000,A,8,OWN,48000,22
3000,B,8,MORTGAGE,40000,25
5000,A,8,RENT,27000,29
7500,B,7,MORTGAGE,50000,24
10000,C,7,RENT,34000,33
4200,B,5,RENT,56650,30
12500,A,5,MORTGAGE,180952,23
7000,A,47,MORTGAGE,47000,22
14400,C,6,RENT,78000,23
22750,B,,MORTGAGE,35000,30
4250,A,6,MORTGAGE,72000,33
2500,C,5,MORTGAGE,75000,31
9000,A,22,MORTGAGE,150000,27
15000,D,9,RENT,60000,46
1500,B,9,MORTGAGE,74000,36
10000,B,6,RENT,23624.95,26
30000,E,0,MORTGAGE,225000,25
6100,E,7,OWN,70000,24
6000,B,24,MORTGAGE,57600,22
2000,C,3,RENT,25000,32
15000,A,13,RENT,79000,23
10800,C,2,RENT,39288,28
10000,E,5,MORTGAGE,44000,30
3000,B,9,RENT,60000,27
14000,B,10,RENT,57600,26
4800,C,,MORTGAGE,71000,25
18000,B,4,RENT,110000,24
6350,A,4,MORTGAGE,43200,24
10650,B,2,MORTGAGE,48000,32
5000,C,3,RENT,60000,22
8500,A,4,RENT,44000,22
5600,B,0,MORTGAGE,90000,37
7500,A,5,RENT,34000,26
3500,A,18,MORTGAGE,42000,27
4000,C,12,RENT,65499,25
15000,B,5,RENT,45000,37
5425,D,5,OWN,150000,30
3700,B,4,RENT,76000,27
8000,B,9,RENT,69000,32
21000,B,24,MORTGAGE,215662,28
2500,B,7,MORTGAGE,44340,26
5000,A,26,MORTGAGE,65000,25
12000,B,3,RENT,34138,26
4000,B,6,RENT,32993.73,23
7000,B,0,OWN,60000,28
14500,C,3,RENT,65000,26
6000,A,16,MORTGAGE,130000,23
4000,B,11,MORTGAGE,55000,29
10000,B,3,RENT,45000,23
4000,B,0,MORTGAGE,65000,37
8000,A,13,MORTGAGE,31000,24
6000,A,5,RENT,40000,25
6000,A,20,MORTGAGE,27012,45
7200,A,2,MORTGAGE,69935,23
10000,A,2,RENT,37000,22
13000,D,5,RENT,46000,27
11500,B,8,MORTGAGE,47244,22
6000,C,0,MORTGAGE,14664,23
6800,A,10,MORTGAGE,112200,28
7200,A,1,RENT,20800,22
21000,C,11,MORTGAGE,130000,25
13000,A,0,RENT,70000,24
15000,A,5,MORTGAGE,75000,26
7500,A,,OWN,24000,30
10000,A,12,MORTGAGE,150000,37
3250,D,3,RENT,25000,24
14400,B,9,OWN,53000,21
1200,D,5,OWN,25200,25
24000,F,3,RENT,53000,24
4000,D,3,MORTGAGE,52200,40
15000,B,3,RENT,175000,30
