MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE (YYYYMMDD),END_DATE  (YYYYMMDD)
A06359,59,157508.57,,M,,6,TYPE-A,85,1,ANNUAL,1290566,INFORCE,20120213,
A06360,12,150000,M,F,150000,1,TYPE-B,41,3,ANNUAL,212722,CANCELLED,20120213,20130414
A06361,12,100000,M,M,2499996,2,TYPE-B,35,1,ANNUAL,1097888,INFORCE,20120213,
A06362,12,325000,M,M,879996,2,TYPE-B,44,2,ANNUAL,820144,CANCELLED,20120223,20130423
A06363,12,325000,M,M,646992,2,TYPE-B,38,2,ANNUAL,820144,CANCELLED,20120213,20130414
A06364,12,600000,,F,999996,1,TYPE-B,56,0,ANNUAL,1245133,CANCELLED,20120228,20130414
A06365,12,472698.52,M,M,39999996,1,TYPE-A,56,2,ANNUAL,1173111,INFORCE,20120227,
A06366,12,100001.76,M,M,1500000,1,TYPE-B,49,1,MONTHLY,1220955,INFORCE,20120217,
A06367,12,100000,M,F,480000,1,TYPE-B,42,3,ANNUAL,1288699,CANCELLED,20120213,20130414
A06368,12,199000,S,M,579768,2,TYPE-B,28,0,ANNUAL,1139255,INFORCE,20120214,
A06369,12,400000,M,M,780000,2,TYPE-B,35,1,ANNUAL,668744,CANCELLED,20120229,20130429
A06370,12,400000,M,F,349992,2,TYPE-B,40,3,ANNUAL,1298000,CANCELLED,20120221,20130422
A06371,12,400000,M,F,349992,2,TYPE-B,38,2,ANNUAL,1298000,CANCELLED,20120227,20130428
A06372,12,400000,M,F,450000,2,TYPE-B,40,1,ANNUAL,190299,CANCELLED,20120228,20130429
A06373,12,149299.96,M,M,450000,1,TYPE-B,51,1,ANNUAL,1122266,CANCELLED,20120214,20130414
A06374,12,200000,,M,879996,2,TYPE-B,44,1,ANNUAL,820144,CANCELLED,20120215,20130416
A06375,12,200000,M,M,4500000,1,TYPE-B,46,1,ANNUAL,190299,CANCELLED,20120215,20130415
A06376,32,121817.04,M,M,1500000,2,TYPE-A,34,2,MONTHLY,1221077,CANCELLED,20120215,20120530
A06377,93,112840.43,,M,499992,1,TYPE-A,39,0,ANNUAL,1294922,INFORCE,20120221,
A06378,12,500000,M,F,399996,2,TYPE-B,45,1,ANNUAL,319266,CANCELLED,20120223,20130424
A06379,101,100000.11,,M,600000,2,TYPE-A,30,0,ANNUAL,1280744,INFORCE,20120215,
A06380,12,115000,S,F,399996,1,TYPE-B,26,0,ANNUAL,1273188,CANCELLED,20120215,20130416
A06381,12,100000,,M,199992,6,TYPE-B,72,2,ANNUAL,1235588,INFORCE,20120216,
A06382,12,200001,M,M,399996,2,TYPE-B,30,2,SEMI-ANNUAL,708822,CANCELLED,20120223,20131022
A06383,12,200001.6,S,M,450000,2,TYPE-B,24,0,MONTHLY,1252911,INFORCE,20120221,
A06384,12,100000,M,M,450000,2,TYPE-B,35,1,ANNUAL,494877,CANCELLED,20120229,20130429
A06385,17,304601.7,,M,600000,2,TYPE-A,62,0,SEMI-ANNUAL,1219477,CANCELLED,20120229,20120927
A06386,12,1000000,,M,3000000,2,TYPE-B,62,1,ANNUAL,1260144,CANCELLED,20120227,20130426
A06387,12,100000.56,M,M,324996,2,TYPE-B,52,3,MONTHLY,1252911,INFORCE,20120221,
A06388,12,500000,M,F,150000,2,TYPE-B,39,2,ANNUAL,1135311,CANCELLED,20120223,20130423
A06389,12,125000,M,M,349992,1,TYPE-B,44,1,ANNUAL,1253666,CANCELLED,20120221,20130417
A06390,17,199997.4,M,M,499992,1,TYPE-A,59,2,ANNUAL,1301466,INFORCE,20120229,
A06391,12,250000,M,M,300000,2,TYPE-B,38,1,ANNUAL,446711,CANCELLED,20120227,20130426
A06392,12,100000,,M,399996,1,TYPE-B,57,0,SEMI-ANNUAL,1290655,CANCELLED,20120221,20121020
A06393,12,200000,M,M,289992,2,TYPE-B,23,1,ANNUAL,1174677,INFORCE,20120221,
A06394,68,505240.47,M,F,1599996,2,TYPE-A,37,1,ANNUAL,815977,INFORCE,20120227,
A06395,12,150000,M,F,499992,1,TYPE-B,37,1,ANNUAL,702155,CANCELLED,20120222,20130416
A06396,12,150000,M,M,539472,2,TYPE-B,45,2,ANNUAL,969622,INFORCE,20120221,
A06397,32,225000.92,,F,4912368,1,TYPE-A,48,0,SEMI-ANNUAL,1294377,INFORCE,20120223,
A06398,32,181231.92,S,M,549996,2,TYPE-A,29,0,MONTHLY,1231055,CANCELLED,20120223,20120508
A06399,12,939999.99,S,F,1200000,2,TYPE-B,52,0,ANNUAL,1207933,CANCELLED,20120227,20130428
A06400,12,299999.99,M,M,,6,TYPE-B,61,1,ANNUAL,1194400,CANCELLED,20120229,20130429
A06401,12,200000,,M,450000,1,TYPE-B,57,0,ANNUAL,1258500,CANCELLED,20120221,20130422
A06402,12,150000,M,F,199992,2,TYPE-B,33,2,ANNUAL,1273188,CANCELLED,20120228,20130429
A06403,12,500000,,M,1399992,2,TYPE-B,45,0,ANNUAL,499499,CANCELLED,20120217,20130418
A06404,12,500000,M,F,1039992,1,TYPE-B,40,3,ANNUAL,1272699,CANCELLED,20120224,20130425
A06405,12,300000,S,M,799992,1,TYPE-B,25,0,ANNUAL,1205300,CANCELLED,20120221,20130422
A06406,12,280000,M,F,1080000,2,TYPE-B,41,3,ANNUAL,1282388,CANCELLED,20120229,20130429
A06407,12,250000,,M,889980,1,TYPE-B,82,0,ANNUAL,1212111,CANCELLED,20120224,20130425
A06408,12,1000000,M,M,1200000,2,TYPE-B,39,2,ANNUAL,614377,CANCELLED,20120227,20130426
A06409,12,1000004.99,M,M,1800000,1,TYPE-B,60,1,ANNUAL,223866,CANCELLED,20120229,20130429
A06410,27,120132.12,S,M,570000,1,TYPE-A,41,0,MONTHLY,1245222,INFORCE,20120221,
A06411,12,300000,M,F,459996,1,TYPE-B,42,2,ANNUAL,1162222,CANCELLED,20120229,20130429
A06412,12,250000,M,F,713496,1,TYPE-B,44,1,ANNUAL,1282388,CANCELLED,20120227,20130426
A06413,12,700000,M,M,1039992,2,TYPE-B,46,2,ANNUAL,1162222,CANCELLED,20120229,20130429
A06414,12,989999.92,M,F,3000000,2,TYPE-B,69,3,ANNUAL,1298077,CANCELLED,20120229,20130429
A06415,12,199950,M,M,4999992,2,TYPE-B,51,1,ANNUAL,1299988,INFORCE,20120227,
A06416,12,499999.99,M,M,999996,1,TYPE-B,49,1,ANNUAL,1288555,CANCELLED,20120222,20130423
A06417,12,250000.07,M,F,,6,TYPE-B,68,3,ANNUAL,1228211,CANCELLED,20120222,20130423
A06418,12,300000,S,M,34992,2,TYPE-B,25,0,ANNUAL,319266,INFORCE,20120216,
A06419,12,500000,M,F,499992,2,TYPE-B,42,1,ANNUAL,733644,CANCELLED,20120227,20130426
A06420,12,250000.07,M,M,,6,TYPE-B,68,3,ANNUAL,1228211,INFORCE,20120221,
A06421,12,100000,M,M,300000,2,TYPE-B,33,1,ANNUAL,1260144,CANCELLED,20120217,20130418
A06422,12,500000,M,M,649992,2,TYPE-B,28,2,ANNUAL,792577,CANCELLED,20120216,20130417
A06423,12,1000005,M,M,1500000,2,TYPE-B,39,3,ANNUAL,355544,CANCELLED,20120229,20130429
A06424,12,1000000,,M,3000000,2,TYPE-B,60,0,ANNUAL,788544,INFORCE,20120222,
A06425,12,1000000,M,M,630000,2,TYPE-B,47,1,ANNUAL,672355,CANCELLED,20120229,20130429
A06426,12,100000,M,M,300000,2,TYPE-B,55,3,ANNUAL,141811,INFORCE,20120229,
A06427,32,101495.5,M,M,499992,5,TYPE-A,49,1,SEMI-ANNUAL,1261422,CANCELLED,20120229,20120927
A06428,12,199999.99,M,M,,6,TYPE-B,63,1,ANNUAL,1300677,CANCELLED,20120229,20130429
A06429,12,100000,S,F,649992,1,TYPE-B,33,0,ANNUAL,1215133,CANCELLED,20120217,20130418
A06430,12,100000,M,F,729996,2,TYPE-B,41,3,ANNUAL,265711,INFORCE,20120217,
A06431,12,100000,M,M,499992,1,TYPE-B,46,3,ANNUAL,461211,CANCELLED,20120217,20130418
A06432,95,215435.15,,M,576000,5,TYPE-A,50,0,ANNUAL,1233788,CANCELLED,20120221,20130320
A06433,12,252200,,M,499992,1,TYPE-B,63,0,ANNUAL,807544,INFORCE,20120221,
A06434,12,100200.72,,M,,1,TYPE-B,77,0,MONTHLY,1292000,CANCELLED,20120221,20120613
A06435,17,114122.06,M,M,300000,2,TYPE-A,41,3,ANNUAL,1264588,INFORCE,20120221,
A06436,12,200000,,M,5494176,1,TYPE-B,56,0,ANNUAL,1002522,INFORCE,20120221,
A06437,75,304549.62,M,M,699996,2,TYPE-A,28,3,SEMI-ANNUAL,1196399,INFORCE,20120221,
A06438,12,999999.98,M,M,7999992,1,TYPE-B,67,3,SEMI-ANNUAL,1288322,INFORCE,20120229,
A06439,12,499999.99,M,M,799992,1,TYPE-B,67,3,ANNUAL,1189422,INFORCE,20120229,
A06440,12,120000.84,M,M,1999992,1,TYPE-B,52,3,MONTHLY,1291655,INFORCE,20120221,
A06441,12,100000,S,M,900000,1,TYPE-B,29,0,ANNUAL,1301633,INFORCE,20120221,
A06442,17,100000.8,M,M,5599992,1,TYPE-B,40,1,MONTHLY,668955,INFORCE,20120229,
A06443,17,100000.8,M,M,5599992,1,TYPE-B,40,3,MONTHLY,668955,INFORCE,20120229,
A06444,12,120000.96,M,M,499992,2,TYPE-B,33,1,MONTHLY,1222977,CANCELLED,20120222,20120620
A06445,12,100000,M,M,649992,1,TYPE-B,41,1,ANNUAL,1285866,INFORCE,20120221,
A06446,12,100000,M,M,499992,2,TYPE-B,43,3,ANNUAL,879255,CANCELLED,20120222,20130423
A06447,12,150000,M,M,1800000,1,TYPE-B,30,3,ANNUAL,1232100,CANCELLED,20120222,20130423
A06448,12,120000.96,M,F,499992,2,TYPE-B,38,2,MONTHLY,1149922,INFORCE,20120224,
A06449,32,210800.74,M,M,1149996,2,TYPE-A,46,3,ANNUAL,1226600,INFORCE,20120229,
A06450,12,499975,M,M,2499996,1,TYPE-B,49,1,SEMI-ANNUAL,1296633,INFORCE,20120223,
A06451,32,204044.82,M,F,1099992,2,TYPE-A,42,1,ANNUAL,1226600,INFORCE,20120228,
A06452,12,100000,M,M,349992,1,TYPE-B,34,1,ANNUAL,1219222,CANCELLED,20120223,20130424
A06453,12,100000,M,M,349992,1,TYPE-B,34,3,ANNUAL,1219222,CANCELLED,20120221,20130422
A06454,12,120000.96,,M,450000,2,TYPE-B,65,0,MONTHLY,20566,CANCELLED,20120229,20120627
A06455,12,120000.96,,M,1500000,2,TYPE-B,65,0,MONTHLY,20566,CANCELLED,20120229,20120627
A06456,12,151151,,M,450000,2,TYPE-B,56,2,ANNUAL,600855,CANCELLED,20120223,20130424
A06457,12,100000,M,M,699996,2,TYPE-B,36,1,ANNUAL,1219222,CANCELLED,20120222,20130423
A06458,17,105623.78,M,F,349992,1,TYPE-A,48,1,ANNUAL,840644,INFORCE,20120222,
A06459,70,120999.99,,M,349992,1,TYPE-A,69,0,ANNUAL,1294011,CANCELLED,20120229,20130330
A06460,12,114999.96,M,M,1179996,2,TYPE-B,65,2,ANNUAL,496533,INFORCE,20120227,
A06461,70,140999.87,S,M,300000,1,TYPE-A,35,0,ANNUAL,1294011,INFORCE,20120229,
A06462,32,149999.9,,M,300000,6,TYPE-A,77,0,ANNUAL,1233788,CANCELLED,20120224,20130326
A06463,12,199999.99,M,M,2400000,1,TYPE-B,48,1,ANNUAL,802333,INFORCE,20120224,
A06464,27,100003.21,M,M,450000,1,TYPE-A,48,2,ANNUAL,1126533,INFORCE,20120223,
A06465,12,300000,M,F,600000,1,TYPE-B,58,3,ANNUAL,1221322,INFORCE,20120227,
A06466,12,500000,,M,2499996,1,TYPE-B,44,0,ANNUAL,500100,CANCELLED,20120227,20130428
A06467,12,107995.44,M,M,499992,2,TYPE-B,51,1,MONTHLY,20566,INFORCE,20120229,
A06468,12,150000,M,M,300000,1,TYPE-B,23,1,ANNUAL,720444,INFORCE,20120224,
A06469,12,120000.96,M,M,900000,2,TYPE-B,39,3,MONTHLY,1277299,CANCELLED,20120224,20121023
A06470,12,199999.99,M,M,395004,1,TYPE-B,49,1,ANNUAL,319266,CANCELLED,20120222,20130423
A06471,12,101000,,M,499992,2,TYPE-B,65,1,ANNUAL,6855,INFORCE,20120227,
A06472,12,143218.98,M,F,349992,1,TYPE-B,52,3,ANNUAL,1216399,CANCELLED,20120229,20130427
A06473,12,100000,M,M,600000,2,TYPE-B,28,2,ANNUAL,923455,CANCELLED,20120224,20130425
A06474,12,120000.84,M,M,600000,1,TYPE-B,59,3,MONTHLY,1182699,INFORCE,20120227,
A06475,12,125000,,M,649992,2,TYPE-B,51,0,ANNUAL,113177,CANCELLED,20120223,20130424
A06476,12,100000,,M,450000,2,TYPE-B,45,1,SEMI-ANNUAL,1182811,CANCELLED,20120224,20130425
A06477,12,102000.03,M,F,799992,2,TYPE-B,49,2,ANNUAL,1304133,CANCELLED,20120227,20130426
A06478,12,100000.56,M,F,450000,2,TYPE-B,50,1,MONTHLY,1295000,INFORCE,20120223,
A06479,27,169999.82,M,M,499992,2,TYPE-A,64,3,ANNUAL,1290566,INFORCE,20120227,
A06480,27,119982.12,M,M,1299996,1,TYPE-A,47,3,MONTHLY,19733,INFORCE,20120223,
A06481,12,100000,M,M,499992,2,TYPE-B,40,3,ANNUAL,923455,INFORCE,20120224,
A06482,12,149999.92,,M,3999996,2,TYPE-B,50,2,SEMI-ANNUAL,923455,CANCELLED,20120229,20131027
A06483,12,102000.04,M,F,799992,2,TYPE-B,49,1,ANNUAL,1304133,CANCELLED,20120224,20130425
A06484,12,300000,S,M,350004,1,TYPE-B,25,0,ANNUAL,319266,CANCELLED,20120223,20130424
A06485,12,250000,,M,3199992,2,TYPE-B,57,0,ANNUAL,1164177,INFORCE,20120229,
A06486,12,130000,M,M,249996,2,TYPE-B,35,1,ANNUAL,87055,CANCELLED,20120228,20130429
A06487,12,100000,,M,399996,2,TYPE-B,63,1,ANNUAL,1265799,INFORCE,20120224,
A06488,12,250000,M,M,450000,2,TYPE-B,38,2,ANNUAL,1265799,INFORCE,20120227,
A06489,12,250000,,M,360000,2,TYPE-B,64,0,ANNUAL,834855,INFORCE,20120227,
A06490,12,250000.07,,M,3600000,2,TYPE-B,64,2,ANNUAL,1279444,INFORCE,20120229,
A06491,12,125000.03,M,M,649992,2,TYPE-B,51,3,ANNUAL,113177,CANCELLED,20120224,20130425
A06492,32,100000.54,M,M,699996,2,TYPE-A,59,2,ANNUAL,1256722,INFORCE,20120229,
A06493,12,300000,,M,,6,TYPE-B,63,0,ANNUAL,1277844,INFORCE,20120224,
A06494,12,100000,,F,999996,1,TYPE-B,65,3,ANNUAL,1303266,INFORCE,20120227,
A06495,12,150000,M,M,6999996,5,TYPE-B,44,2,ANNUAL,1027122,INFORCE,20120229,
A06496,12,100000,M,F,349992,1,TYPE-B,44,3,ANNUAL,584655,INFORCE,20120227,
A06497,12,399999.99,M,F,1399992,2,TYPE-B,55,2,ANNUAL,1075544,INFORCE,20120229,
A06498,12,100000,M,M,1099992,1,TYPE-B,40,3,ANNUAL,499555,INFORCE,20120306,
A06499,97,200100.21,,M,,6,TYPE-A,74,0,ANNUAL,1290566,INFORCE,20120227,
A06500,12,145000,,M,900000,2,TYPE-B,77,3,ANNUAL,708822,CANCELLED,20120227,20130427
A06501,17,234614.62,M,M,1200000,1,TYPE-A,56,1,ANNUAL,1282855,INFORCE,20120229,
A06502,12,100000,M,F,499992,2,TYPE-B,25,2,ANNUAL,1208455,INFORCE,20120229,
A06503,12,479391.02,M,F,499992,2,TYPE-B,55,2,ANNUAL,1300255,CANCELLED,20120229,20130429
A06504,12,199999.99,M,M,450000,1,TYPE-B,53,1,ANNUAL,342377,CANCELLED,20120229,20130429
A06505,86,200000.19,,M,657996,2,TYPE-A,49,0,ANNUAL,959322,INFORCE,20120229,
A06506,85,105000.16,,M,999996,2,TYPE-A,57,0,ANNUAL,1290566,CANCELLED,20120227,20130329
A06507,97,100130.27,,M,499992,2,TYPE-A,36,0,ANNUAL,1291766,INFORCE,20120227,
A06508,12,100000.8,M,M,799992,2,TYPE-B,40,1,MONTHLY,1278333,INFORCE,20120228,
A06509,12,100000,M,F,297000,2,TYPE-B,41,1,ANNUAL,835188,CANCELLED,20120229,20130429
A06510,32,101514.48,M,M,,6,TYPE-A,63,1,SEMI-ANNUAL,1294066,CANCELLED,20120229,20120927
A06511,12,199999.99,M,M,999996,1,TYPE-B,48,2,ANNUAL,831011,CANCELLED,20120228,20130429
A06512,12,100000,M,M,1999992,1,TYPE-B,47,3,SEMI-ANNUAL,1289400,INFORCE,20120229,
A06513,12,100001.76,M,M,2132088,5,TYPE-B,61,2,MONTHLY,1294966,INFORCE,20120229,
A06514,12,100000,M,F,399996,2,TYPE-B,45,3,ANNUAL,1200700,CANCELLED,20120229,20130429
A06515,97,133960,,M,1999992,1,TYPE-A,34,0,ANNUAL,1287633,INFORCE,20120228,
A06516,60,119999.91,M,F,600000,1,TYPE-A,45,3,ANNUAL,1189233,INFORCE,20120228,
A06517,99,101550,,M,465000,2,TYPE-A,4,0,ANNUAL,1269711,INFORCE,20120229,
A06518,101,103148.4,,M,300000,2,TYPE-A,27,0,MONTHLY,1263500,INFORCE,20120229,
A06519,50,109674,M,M,438996,2,TYPE-A,55,3,ANNUAL,1273255,INFORCE,20120229,
A06520,12,2000000,S,F,240840,2,TYPE-B,29,0,ANNUAL,285911,CANCELLED,20120229,20130429
A06521,32,101514.46,M,M,499992,1,TYPE-A,34,3,SEMI-ANNUAL,1294066,CANCELLED,20120229,20120927
A06522,12,500000,,M,999996,2,TYPE-B,57,0,ANNUAL,471366,INFORCE,20120229,
A06523,12,100000,M,F,450000,2,TYPE-B,35,3,SEMI-ANNUAL,659266,CANCELLED,20120229,20130429
A06524,12,250000,M,M,350004,1,TYPE-B,42,3,ANNUAL,1265799,INFORCE,20120229,
A06525,12,400000,M,M,1500000,2,TYPE-B,46,3,ANNUAL,1224888,INFORCE,20120229,
A06526,22,100000,M,F,300000,2,TYPE-B,27,1,ANNUAL,1291766,INFORCE,20120323,
A06527,17,101098.56,S,F,499992,1,TYPE-A,41,0,ANNUAL,20811,INFORCE,20120229,
A06528,97,203035.76,,F,337992,1,TYPE-A,34,0,SEMI-ANNUAL,749322,CANCELLED,20120229,20120927
A06529,12,100000,M,M,999996,1,TYPE-B,36,1,SEMI-ANNUAL,744655,INFORCE,20120229,
A06530,27,100002.95,M,F,,4,TYPE-A,50,2,ANNUAL,1126533,CANCELLED,20120229,20130330
A06531,12,100000,M,M,600000,2,TYPE-B,46,3,ANNUAL,1288699,CANCELLED,20120229,20130429
A06532,12,120000.96,D,M,699996,2,TYPE-B,33,0,MONTHLY,217177,CANCELLED,20120229,20120627
A06533,12,250000,M,M,799992,2,TYPE-B,44,1,ANNUAL,1256300,INFORCE,20120229,
A06534,17,199983.53,M,F,1099992,2,TYPE-A,60,3,ANNUAL,1294311,INFORCE,20120229,
A06535,12,100000,,M,499992,2,TYPE-B,75,2,ANNUAL,781733,INFORCE,20120229,
A06536,12,100000,,M,649992,2,TYPE-B,52,0,ANNUAL,1219777,CANCELLED,20120229,20130429
A06537,12,150000,,F,,4,TYPE-B,69,0,ANNUAL,499499,CANCELLED,20120229,20130429
A06538,12,250000,,F,,4,TYPE-B,69,0,ANNUAL,499499,CANCELLED,20120229,20130429
A06539,12,250000,,F,,4,TYPE-B,69,0,ANNUAL,499499,CANCELLED,20120229,20130429
A06540,102,124999.54,,F,922476,1,TYPE-A,28,0,ANNUAL,1238755,INFORCE,20120229,
A06541,12,160000,,F,600000,2,TYPE-B,61,1,ANNUAL,1243500,CANCELLED,20120229,20130429
A06542,12,130000,M,M,679992,1,TYPE-B,36,3,ANNUAL,1243500,CANCELLED,20120309,20130508
A06543,27,199999.25,M,M,2499996,5,TYPE-A,41,3,ANNUAL,959322,INFORCE,20120229,
A06544,12,400000,M,F,849996,2,TYPE-B,41,2,ANNUAL,102611,CANCELLED,20120229,20130429
A06545,94,129680.2,,M,423132,2,TYPE-A,40,0,ANNUAL,1231988,INFORCE,20120229,
A06546,12,120000.96,M,M,199992,2,TYPE-B,26,1,MONTHLY,1276155,INFORCE,20120229,
A06547,12,100000,M,M,349992,2,TYPE-B,36,1,ANNUAL,1219222,CANCELLED,20120229,20130429
A06548,12,300000,M,M,499992,2,TYPE-B,29,2,ANNUAL,1222222,CANCELLED,20120229,20130429
A06549,12,300000,M,F,1099992,5,TYPE-B,43,3,ANNUAL,532155,CANCELLED,20120229,20130429
A06550,55,135000.22,M,M,499992,2,TYPE-A,50,1,ANNUAL,1132655,INFORCE,20120229,
A06551,32,100003.36,M,M,649992,2,TYPE-A,51,1,ANNUAL,113177,INFORCE,20120314,
A06552,49,113008.68,M,M,399996,2,TYPE-A,56,1,MONTHLY,1275311,INFORCE,20120319,
A06553,85,126000.19,,F,699996,2,TYPE-A,49,0,ANNUAL,1196399,CANCELLED,20120307,20130406
A06554,12,250000,M,M,450000,2,TYPE-B,42,3,ANNUAL,446711,CANCELLED,20120307,20130506
A06555,12,199999.99,M,F,499992,1,TYPE-B,54,1,ANNUAL,1231055,INFORCE,20120312,
A06556,12,222222,,M,799992,2,TYPE-B,56,1,ANNUAL,719811,CANCELLED,20120314,20130513
A06557,12,500000,M,M,1530000,1,TYPE-B,41,2,ANNUAL,1307144,CANCELLED,20120312,20130507
A06558,32,100174.86,W,F,274992,2,TYPE-A,51,0,ANNUAL,1153199,INFORCE,20120309,
A06559,12,100000,S,M,399996,1,TYPE-B,33,0,ANNUAL,264566,CANCELLED,20120307,20130506
A06560,32,101496.16,M,M,399996,2,TYPE-A,50,2,SEMI-ANNUAL,1294066,CANCELLED,20120326,20121026
A06561,67,212999.86,,M,300000,1,TYPE-A,69,3,ANNUAL,1290577,INFORCE,20120315,
A06562,12,200000,M,F,499992,2,TYPE-B,48,1,SEMI-ANNUAL,293011,CANCELLED,20120330,20121127
A06563,12,110000,S,M,399996,2,TYPE-B,22,0,ANNUAL,1307111,CANCELLED,20120312,20130511
A06564,12,189999.92,M,F,499992,2,TYPE-B,48,2,ANNUAL,1307111,CANCELLED,20120312,20130511
A06565,12,100001.76,M,M,515652,2,TYPE-B,61,1,MONTHLY,1075544,INFORCE,20120329,
A06566,12,250000,M,F,349992,2,TYPE-B,34,2,ANNUAL,1209622,CANCELLED,20120315,20130514
A06567,12,399999.99,M,M,324996,1,TYPE-B,61,1,ANNUAL,1209622,CANCELLED,20120319,20130518
A06568,32,143260.56,S,M,6499992,1,TYPE-A,27,0,SEMI-ANNUAL,1221077,INFORCE,20120312,
A06569,32,149995.68,M,F,319992,1,TYPE-A,56,2,ANNUAL,1303688,INFORCE,20120330,
A06570,12,200000,M,M,600000,2,TYPE-B,42,1,ANNUAL,765744,CANCELLED,20120316,20130515
A06571,32,203032.98,M,M,949992,1,TYPE-A,36,1,ANNUAL,1308966,INFORCE,20120326,
A06572,12,850000.06,M,F,1012428,2,TYPE-B,63,3,ANNUAL,1209622,CANCELLED,20120326,20130525
A06573,85,200000.19,,M,,1,TYPE-A,49,0,ANNUAL,959322,CANCELLED,20120313,20130412
A06574,97,101552.76,,M,249996,2,TYPE-A,40,0,ANNUAL,1286166,CANCELLED,20120316,20130415
A06575,32,137108.57,,F,499992,1,TYPE-A,37,0,ANNUAL,20811,INFORCE,20120330,
A06576,12,210000,,F,600000,2,TYPE-B,61,0,ANNUAL,1243500,CANCELLED,20120319,20130518
A06577,12,100000,M,M,1200000,1,TYPE-B,37,2,ANNUAL,1288699,CANCELLED,20120313,20130512
A06578,61,199996.94,M,M,349992,1,TYPE-A,43,3,ANNUAL,1213066,CANCELLED,20120313,20130412
A06579,32,100006.89,S,M,1399992,1,TYPE-A,25,0,ANNUAL,1262022,INFORCE,20120315,
A06580,12,100000,M,M,1399992,1,TYPE-B,34,2,ANNUAL,717988,CANCELLED,20120319,20130518
A06581,12,100000,M,F,252360,2,TYPE-B,45,2,ANNUAL,1221677,INFORCE,20120313,
A06582,12,151000,,M,1500000,1,TYPE-B,47,1,ANNUAL,1245700,INFORCE,20120313,
A06583,80,101511.72,S,M,199992,1,TYPE-A,23,0,MONTHLY,1259866,CANCELLED,20120314,20120529
A06584,12,275000.07,M,F,799992,2,TYPE-B,54,1,ANNUAL,1307999,INFORCE,20120322,
A06585,12,100000,,M,2473380,1,TYPE-B,59,0,ANNUAL,281055,INFORCE,20120314,
A06586,97,101550,,M,1200000,1,TYPE-A,48,0,ANNUAL,1242677,INFORCE,20120330,
A06587,12,149500,M,F,420000,2,TYPE-B,43,1,ANNUAL,1241866,CANCELLED,20120320,20130519
A06588,12,1000000,,M,3000000,2,TYPE-B,62,2,ANNUAL,1221933,CANCELLED,20120320,20130519
A06589,12,100000.56,M,M,1099992,1,TYPE-B,58,2,MONTHLY,1179977,INFORCE,20120316,
A06590,12,100000,M,M,1099992,1,TYPE-B,40,1,ANNUAL,499555,INFORCE,20120323,
A06591,12,100000,M,F,2299992,1,TYPE-B,35,3,ANNUAL,499555,INFORCE,20120323,
A06592,12,100000,M,F,2299992,2,TYPE-B,35,3,ANNUAL,499555,INFORCE,20120323,
A06593,12,199999.99,,M,,1,TYPE-B,66,2,ANNUAL,1209722,INFORCE,20120319,
A06594,12,200000,S,F,399996,1,TYPE-B,26,0,ANNUAL,1306055,CANCELLED,20120316,20130515
A06595,17,119997,M,M,600000,1,TYPE-A,38,2,MONTHLY,21022,INFORCE,20120316,
A06596,12,100000,M,M,1999992,1,TYPE-B,45,3,SEMI-ANNUAL,1298222,INFORCE,20120315,
A06597,12,100000,M,F,249996,2,TYPE-B,30,2,ANNUAL,499555,CANCELLED,20120327,20130526
A06598,32,101686.44,M,M,1500000,1,TYPE-A,39,1,MONTHLY,1132488,CANCELLED,20120316,20130303
A06599,12,100000,M,F,859992,2,TYPE-B,44,1,ANNUAL,499555,CANCELLED,20120323,20130522
A06600,12,100000,M,M,999996,1,TYPE-B,34,2,ANNUAL,1267000,INFORCE,20120315,
A06601,12,299999.99,M,F,499992,1,TYPE-B,48,1,ANNUAL,1244288,CANCELLED,20120316,20130515
A06602,12,500002.92,,F,349992,2,TYPE-B,38,2,MONTHLY,1298000,CANCELLED,20120322,20130521
A06603,67,203030.94,M,M,999996,1,TYPE-A,38,1,SEMI-ANNUAL,1308966,CANCELLED,20120319,20121017
A06604,12,500000,M,M,1530000,1,TYPE-B,41,3,ANNUAL,1307144,CANCELLED,20120320,20130519
A06605,12,125000,,M,499992,1,TYPE-B,62,1,ANNUAL,461211,CANCELLED,20120326,20130525
A06606,27,101514.38,,M,649992,1,TYPE-A,36,0,SEMI-ANNUAL,1282299,CANCELLED,20120316,20121016
A06607,12,600000,S,M,849996,2,TYPE-B,25,0,ANNUAL,1279211,CANCELLED,20120330,20130527
A06608,12,100000,M,M,799992,2,TYPE-B,43,2,ANNUAL,879255,CANCELLED,20120316,20130515
A06609,12,100000,M,M,1200000,1,TYPE-B,36,3,ANNUAL,1207933,INFORCE,20120316,
A06610,12,1500000,,M,499992,2,TYPE-B,59,0,ANNUAL,1288444,CANCELLED,20120330,20130527
A06611,12,699999.99,M,F,975000,2,TYPE-B,53,2,ANNUAL,1284422,INFORCE,20120320,
A06612,12,699999.99,M,M,999996,2,TYPE-B,54,2,ANNUAL,1284422,INFORCE,20120321,
